tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-09-20 08:04:41,sebelum,buzzer propaganda halus contoh partai tokoh politik prabowo pura oposisi tahu gabung muja muji mulyono besar masyarakat mlah maklum lebih mirip fitnah dajjal,negatif,2,0,jonmamau
2024-09-20 08:05:46,sebelum,heran dukung pak akun fufufafa caci pak prabowo rendah wanita bahkan hina nabi naik unta sebut junjung kamu rang fufufafa orang pribadi ganda alias sakit jiwa,negatif,48,13,RikeSants
2024-09-20 08:06:59,sebelum,moga allah karunia sehat wal afiat usia panjang berkah pak pak aamiin,positif,104,16,Kimberley_PS08
2024-09-20 08:09:05,sebelum,arti fufufafa fix punya bocil narkoboy,positif,35,2,IMachjar
2024-09-20 08:09:31,sebelum,tahun pertama prabowo perintah tambah utang triliun,negatif,1,0,cnbcindonesia
2024-09-20 08:09:55,sebelum,cuan berapa gopay mas gibran transfer netijen mau tranfer gopayku sekali,positif,2,0,pemuja_semesta
2024-09-20 08:10:43,sebelum,sama tatap mata bik dok anehh liat lift kmrn kayak gimanaaa gtu,positif,6,1,mazantoadeanto
2024-09-20 08:10:44,sebelum,memang golput tuh suka prabowo gibran goblok,negatif,2,0,suikocsi1
2024-09-20 08:10:52,sebelum,baik anies tolak halus prabowo ketemu ketemu image anies rusak kesan orang mau ketemu prabowo mayoritas jilat kuasa,positif,127,9,AsepSuherm65358
2024-09-20 08:13:54,sebelum,moga lanjut anak gibran,negatif,1,0,cokiezss
2024-09-20 08:14:06,sebelum,baru sekarang orang curiga tampil fisik fufufafa lihat kenal bapak pertama kali jadi presiden curiga pribadi ganda munafik bohong candu,negatif,562,14,wa_one1
2024-09-20 08:14:40,sebelum,akademi militer masing masing negara dunia prabowo prabowosubianto menhanprabowo jenderalprabowo usafacademy akademitni tni kemhanri usafa neverquitneversettle,negatif,3,1,Kemhan_RI
2024-09-20 08:15:06,sebelum,bukti elektronik banyak konfirmasi akun fufufafaadalahgibran hina pak prabowo keluarga milik,negatif,78,3,PutraMataSatu
2024-09-20 08:15:50,sebelum,mcm gambar nus zaman bin kot sekarang dah nak tipu walaun senang bahalol semua,negatif,3,1,DeathtoKoruptor
2024-09-20 08:17:48,sebelum,pancen parah otak gibran fufufafa muncul formspring,negatif,5,1,_satrio_aji_
2024-09-20 08:19:05,sebelum,pak prabowo punya gudang alam beliau lebih paham apa laku utama maju bangsa seluruh rakyat indonesia,positif,1,0,DarekaRendy
2024-09-20 08:19:23,sebelum,nuroji fraksi bangga kalau main hasil naturalisasi pak,positif,2,0,antokarief
2024-09-20 08:20:44,sebelum,jokowi usai ketemu gibran optimis wujud sejahtera keluarga,positif,2,0,kri_tik_us
2024-09-20 08:21:12,sebelum,soal pribadi bukan atas nama gerindra meski kader gerindra,negatif,1,0,Y4mahaYZF
2024-09-20 08:21:13,sebelum,ridomenang ketemu sby prabowo ketemu sby fufufafa ketemu siapa,positif,2,1,frans_surya
2024-09-20 08:21:21,sebelum,bangsa rusak diam orang jujur pintar masuk,negatif,18,0,PutraMataSatu
2024-09-20 08:21:31,sebelum,presiden republik indonesia susilo bambang yudhoyono sby unjung diam presiden pilih prabowo subianto kertanegara jakarta selatan kamis september,positif,4,0,HarianDisway
2024-09-20 08:23:50,sebelum,bukan dendam cuma ken ngeliat eksekusi sama pak prabowo wkwkwkwk bakal seru,negatif,3,0,callmypry
2024-09-20 08:24:16,sebelum,bnyak bilg biar lengser jokowi adem ayem semua proyek nya lancar jaya psn pik dstnya prabowo backup jokowi sepenuh nya nnti dpa makanya klrga tenang adem ayem bingung apa,positif,1,1,becak50
2024-09-20 08:24:55,sebelum,selamat tinggal mukidi sambut suka cita presiden baru,positif,3,0,Bambangmulyonoo
2024-09-20 08:25:42,sebelum,bapak memang gagal gibran kalau rongrong lama tahun jokowi,negatif,7,0,banyaktan
2024-09-20 08:26:02,sebelum,kurang apa prabowo semua terang benderang saji depan mata orang nggk beres kurang tunggu anonim bongkar link daerah larang,negatif,21,1,HafiezSayi92933
2024-09-20 08:26:36,sebelum,sama begini watimpres naik kelas jumlah anggota jadi tak batas dpr sahkan tri jumlah menteri prabowo tak batas,negatif,25,7,KangManto123
2024-09-20 08:27:30,sebelum,mulyono dulu ngomong nya berantas korupsi nyata kpk malah lemah korupsi makin rajalela proyek besar korup jabat uang makan atlit korupsi jgn omon omon,negatif,1,1,IMachjar
2024-09-20 08:28:15,sebelum,trus ite skli terap bgi hina keluarga jokowi ingat,negatif,7,0,ust_tomlembong
2024-09-20 08:29:15,sebelum,kabinet zaken bukti prabowo tak kue kuasa,negatif,2,0,geloraco
2024-09-20 08:30:25,sebelum,ibu kayak nikmir pas marah bokap kayak gibran suka ngedumel tiba sebel sendiri sama orang tonton tahun untung masuk itebe nerusin gabung lingkung manusia bagus datang wisuda ortu aneh real,negatif,2,0,oppenheimher
2024-09-20 08:31:41,sebelum,abis ikut cebokin gibran,negatif,2,0,banyaktan
2024-09-20 08:31:48,sebelum,solusi makan siang gratis kyk begini tanya,positif,2,0,pramdzzr
2024-09-20 08:33:58,sebelum,sehat selalu jendral amin,positif,1,0,R19cakra
2024-09-20 08:34:09,sebelum,sby temu prabowo subianto kertanegara bahas menteri demokrat kabinet,positif,1,0,VIVAcoid
2024-09-20 08:34:26,sebelum,nikmat mana lgi kau dusta fufufafa,positif,11,0,alaskarputih
2024-09-20 08:35:54,sebelum,film barat teknologi lacak orang telepon minimal waktu sekian detik nah kalau konoha mungkin teknik klenik baru pengaruh otak orang lihat foto orang waktu beberapa detik contoh,negatif,1,0,Kalibrasi100
2024-09-20 08:36:05,sebelum,tolak manila prabowo bakal temu presiden filipina ferdinand marcos,positif,2,0,kompascom
2024-09-20 08:39:02,sebelum,kepala kantor komunikasi presiden hasan nasbi kata legacy tinggal presiden jokowi indonesia sangat banyak baik lihat maupun lihat sikap etika aproval rating hasannasbi jokowi prabowo lanjut legacy,positif,8,6,dekade_08
2024-09-20 08:39:32,sebelum,satu pak dengar masuk pak sumber,positif,119,20,Dahnilanzar
2024-09-20 08:39:33,sebelum,tok subsidi bbm lpg era prabowo ketok triliun,netral,0,0,cnbcindonesia
2024-09-20 08:41:07,sebelum,bayang masa jabat pak ruf akhir lalu ganti gibran usah jauh muh hatta beda pak ruf gibran jomplang banget,negatif,16,3,yangpunyagaje
2024-09-20 08:41:42,sebelum,bukan test sebut waktu baru jadi bacawapres,negatif,3,0,beautydyah
2024-09-20 08:41:43,sebelum,mas orang nerima job buzzerin gibran,netral,2,0,rillllllli
2024-09-20 08:42:28,sebelum,bayangin gibran lama samping pak prabowo nyata hati nya simpan benci pak prabowo bahkan olok ngolok keluarga bagaimana asa pak prabowo gibran gilak masa iya wapres kaya jahat bejir,negatif,3,0,manusyabsyaaa
2024-09-20 08:42:30,sebelum,temu pak presiden pak,positif,189,40,Ndons_Back
2024-09-20 08:45:13,sebelum,bukan wulan guritno vadel kualitas keluarga ngibul tangkapjokowi tangkapjokowigibran,positif,4,2,Gonzalesgozin46
2024-09-20 08:45:44,sebelum,gibran ketemu pak harto trus pak harto ngomong sampean mbok mikiir piyik jadi wapres opo ngomong jelas kerja anak buah bapak sing mikiri isin negara,negatif,8,0,Ridwan1924
2024-09-20 08:46:11,sebelum,presiden psikopat rakyat kurang waras,negatif,36,0,Gonzalesgozin46
2024-09-20 08:47:28,sebelum,terus brsenandung nada sumbang omong nyinyir biasa prnpuan titel depan nama gebleg,negatif,6,0,LilikHariati5
2024-09-20 08:48:51,sebelum,hari tepat hari jelang pisah presiden sambut hadir sama presiden baru campur rasa sedih bahagia deg dsbnya moga transisi perintah jalan baik lanjut indonesia emas wujud,positif,486,78,kurawa
2024-09-20 08:49:32,sebelum,nyerang keluarga sensi cuma akun fufufafa siapa milik kalau bukan anak nya keluarga mohon terap uuite cepat ungkap mas kalau memang mau terap uuite akun fufufafa,negatif,6,0,CokiePramuka
2024-09-20 08:50:25,sebelum,bukan mau cuci tangan kan jadi tanda tangan adl prabowo semua prestasi hasil jaman sby ubah nama semua busuk limpah orang orang beres jabat presiden bakal keroyok elit politik,negatif,9,1,KinderMachine
2024-09-20 08:50:40,sebelum,agenda temu prabowo megawati pdip kait kursi menteri,positif,3,0,geloraco
2024-09-20 08:51:21,sebelum,pilih lah pimpin kalau tuju musuh selimut,negatif,1,0,masherugad63111
2024-09-20 08:51:33,sebelum,apbn sah prabowo suntik bumn triliun,netral,1,0,cnbcindonesia
2024-09-20 08:52:33,sebelum,prabowo subianto tambah jumlah menteri hingga menteri gemuk nilai efektif lantar beban uang negara,positif,1,0,nu_online
2024-09-20 08:52:50,sebelum,sama sama ppp sebut bahas kursi menteri kabinet prabowo terima kasih beri,positif,2,0,Ndons_Back
2024-09-20 08:53:02,sebelum,halo sobat terus dukung ppatk berantas judi online tppu indonesia,positif,0,0,PPATK
2024-09-20 08:54:08,sebelum,top news nasdem tak incar jabat menteri kabinet prabowo kata surya paloh news,negatif,1,0,liputan6dotcom
2024-09-20 08:54:54,sebelum,program revitalisasi sekolah janji pak prabowo segera jalan semua program janji pak prabowo masa kampanye segera realisasi masyarakat lebih cepat rasa manfaat nya,positif,7,3,99propaganda
2024-09-20 08:55:17,sebelum,halo sobat terus dukung ppatk berantas judi online tppu indonesia,positif,0,0,PPATK
2024-09-20 08:56:02,sebelum,wajib ditest jiwa wajib scan otak kata,negatif,732,82,mirhan_sandy
2024-09-20 08:59:52,sebelum,jadi penasaran bener korban hasil amazing coy fix punya,netral,5,2,loketpaytren2
2024-09-20 09:01:01,sebelum,pikir sama orang like keren bikin twit jelek banget twit kayak begini benar benar masuk liat bagai sisi stop being like this aku bahkan bukan golong prabwo gibran begini cara,negatif,3,1,callmebrothero
2024-09-20 09:01:05,sebelum,lantik jabat kemendag zulhas minta siap landas perintah prabowo,netral,0,0,VIVAcoid
2024-09-20 09:02:32,sebelum,kelak bagus samping lbp moledoko lingkar rusak citra integritas pem buzzerrp kyk qodari penting buang pikir baik depan bangsa negara ketimbang cuma mikir mmperpanjang kuasa ingat umur semboyan patriotisme pak,negatif,18,0,dhenandar0770
2024-09-20 09:03:05,sebelum,geprek loe punya titel cuma smk,netral,5,0,LubisSallim1
2024-09-20 09:03:12,sebelum,ppp sebut bahas kursi menteri kabinet prabowo terima kasih beri temponasional,positif,0,0,tempodotco
2024-09-20 09:03:15,sebelum,tarik ulur temu prabowo megawati hasto pdip laku momentum tepat temponasional,positif,3,1,tempodotco
2024-09-20 09:04:05,sebelum,parlimen indonesia lulus belanjawan sulung prabowo berita luarnegara kini top,positif,1,0,UMonline
2024-09-20 09:04:58,sebelum,baru mau bilang hihi,positif,5,0,hamas191
2024-09-20 09:06:08,sebelum,menang ridwan kamil suswono jagat prabowo bikin program jakarta selawat,positif,1,0,SINDOnews
2024-09-20 09:07:46,sebelum,lupa sejarah catat pilpres pak prabowo satu nya capres panggil kpk otak cerdas,negatif,1,0,are_inismyname
2024-09-20 09:07:54,sebelum,pengaruh apa dokter narkoba,negatif,381,48,Gatotgarislurus
2024-09-20 09:08:03,sebelum,moga pak ubah pikir lindung jokowi rusak demokrasi konstitusi hukum jokowi sendiri beri beban hutang tinggi prabowo anak anak jokowi leceh prabowo keluarga,negatif,3,0,_satrio_aji_
2024-09-20 09:08:09,sebelum,fufufafa heboh akun formspring raka gnarly duga milik gibran temu penuh komentar mesum,negatif,21,10,OposisiCerdas
2024-09-20 09:08:56,sebelum,dpr rapat paripurna masa sidang tahun sidang kesah rancang undang undang ruu ubah atas nomor tahun menteri negara jadi undang undang atur baru buat perintah prabowo subianto gibran rakabuming tambah jumlah menteri lembaga,positif,0,1,inilahdotcom
2024-09-20 09:09:26,sebelum,kasihan jadi wakil buzerr jago keok nyerang pak prabowo pakai isu apa akhir nyerang wakil goreng politik sing sabar wae wakil,positif,1,0,Raden_Mas_Budi
2024-09-20 09:09:29,sebelum,gibran tak elak pakar telematika roy suryo kulit akun fufufafa yakin milik gibran rakabuming raka sept makarpki sept makarpki,netral,1456,604,PngAdilnR4kyt
2024-09-20 09:10:33,sebelum,dukung rawan jagat prabowo ridwan kamil alhamdulillah,positif,1,0,SINDOnews
2024-09-20 09:10:36,sebelum,rawan jagat prabowo bikin program jakarta selawat camat ridwan kamil haru,positif,1,0,SINDOnews
2024-09-20 09:11:50,sebelum,bagus saling buka aib memang kubu bersih rakyat jelata nonton lihat usaha antem rugi sendiri investor kabur pusing prabowo,negatif,1,0,Aa363738
2024-09-20 09:12:49,sebelum,makin kasi loli kalau cuma alih isu fufufafa gibran memang bgst fufufafa,negatif,73,2,HulumAkam
2024-09-20 09:17:29,sebelum,gaperlu bukti awal akun kaskus percaya fufufafa gibran,negatif,6,0,theycallmee_G
2024-09-20 09:17:57,sebelum,jejak digital gibran temu,positif,1,1,didienAZHAR
2024-09-20 09:19:08,sebelum,sby ingat prabowo soal tantang geopolitik geostrategis juru bicara,negatif,0,0,VIVAcoid
2024-09-20 09:20:42,sebelum,tahan dlu dikit tuju kalau jgn jadi mslhnya aib juta rakyat nkri,negatif,3,0,DianBara
2024-09-20 09:21:00,sebelum,begini fans capres gagal narasi,negatif,2,0,are_inismyname
2024-09-20 09:21:01,sebelum,sabar batas iya pak,positif,15,5,Onl1Jb
2024-09-20 09:22:04,sebelum,partai buruh beri waktu bulan prabowo tunai syarat dukung salah satu cabut ciptaker tempobisnis,negatif,61,22,tempodotco
2024-09-20 09:22:08,sebelum,ppp bahas jatah kursi menteri kabinet prabowo gibran,positif,0,0,Bisniscom
2024-09-20 09:23:45,sebelum,nasib gibran ujung tanduk roy suryo cenderung gibran akses situs porno periksa pakai brain city scanner takut otak kerut sept makarpki sept makarpki,negatif,179,90,ArdieSuhardi321
2024-09-20 09:24:29,sebelum,program makan gizi perintah mampu gerak ekonomi warga bagai sektor abang ojol berkah program semua senyum semua bahagia saling doa ibarat sekali dayung tiga pulau lampau program,negatif,98,28,BANGSAygSUJUD
2024-09-20 09:25:00,sebelum,gibran bener acuh politikus senior arti,netral,4,0,staysaferek
2024-09-20 09:25:22,sebelum,sila mas moga pak presiden menang berani berantas korupsi,negatif,2,1,pondokG65657380
2024-09-20 09:29:24,sebelum,ketua umum partai nasdem surya paloh ungkap laku beberapa kali bicara presiden pilih prabowo subianto kena perintah datang suryapaloh prabowosubianto,negatif,3,0,kompascom
2024-09-20 09:30:04,sebelum,nyata ngefeknya luar biasa bang ojol ketiban rizky,netral,2,0,Putri__Nirmala
2024-09-20 09:30:30,sebelum,netizen iseng transfer gopay nomor akun fufufafa muncul nama gibran rakabuming makin kuat kan curiga netizen benar akun fufufafa gibran rakabuming waktu jawab nya benar temu jalan sendiri ganyangfufufafa,negatif,4,3,165Hati
2024-09-20 09:30:32,sebelum,wuiiiih sadis masa leceh pak,negatif,2,0,pondokG65657380
2024-09-20 09:32:13,sebelum,prabowo orang cerdas bocil jdi singkir anies jadi wakil tamat riwayat dinasti pecah anak bangsa,negatif,24,0,AdeSury57197223
2024-09-20 09:32:17,sebelum,tgl oktober kejut,netral,3,0,yogiswara1507
2024-09-20 09:32:19,sebelum,semua harap jgn negara rusak parah bgini ambil opsi melanjutken pikir jokowi prabowo jdi presiden trus rasa ewuh pakewuh kasi bintang hor asli nya hebat bintang asli sendiri,negatif,2,1,becak50
2024-09-20 09:32:46,sebelum,justru diam adl lemah nya iman bgmn mempertnggjwbkan akhirat kelak laku apa kezhaliman rajalela depan mata apappun profesi bicara lantang lawan kezhaliman kamu msh punya iman istighfarlah,negatif,12,0,itsmenuy7
2024-09-20 09:33:49,sebelum,sok bijak bacot fufufafa hina nabi kamu keluarga tukang ngibul msh kamu bela bayar brp,negatif,6,0,makmamak
2024-09-20 09:35:33,sebelum,dok tifa plis jelas soal video bener ganggu banget dok,positif,21,0,Jusalpuketsusu
2024-09-20 09:35:39,sebelum,heh perempuan kau terima naseb kau atas ucap kau kau pikir pak prabowo lupa bgtu atas ucap kau,negatif,2,0,kezi25
2024-09-20 09:35:54,sebelum,kabar paling sulit erti sekaligus rumit antisipasi rencana pak prabowo mega temu waktu dekat teriak marah tukang ajak ngamuk juntrung pak prabowo lumrah justru beliau selalu lihat bangun atmosfir damai semua pihak ikut libat bangun bangsa masa depan sama arti koalisi insyaallah temu kena koalisi bahas tunggu kata puan maharani ketua dpp pdip jawab tunggu narasi buka jelas bukan sangat seru bila benar jadi ngebayangin bagaimana teriak marah sintas selamat cari aman paling masa nama hapus hapus massal tingkat sulit scroll bawah bulan,negatif,136,32,Leonita_Lestari
2024-09-20 09:37:58,sebelum,aura jahat hitam culas lebih bapak,negatif,9,1,Arieicad
2024-09-20 09:38:15,sebelum,anak anak sukaaaaa sekali kalau waktu dibacain buku tidur beberapa waktu belakang doyan baca cerita cerita rem lampu dimatiin biar lebih resap cerita makanya mau beli buku grimm fairy tales dongeng asli rem malem baca little red riding hood pake hape soal nyomot internet sebenernya panjang cerita abis total hampir menit panjang cerita lebih panjang sanggup duduk diem dengerin cuman kasi baca lama lama bengek saran buat mau mulai bangun habitnya awal mungkin pake gaya cerita oke baca datar kalau baca anak jadi bantu imajinasi loh bibit awal biar gemar baca semata penasaran cerita bagaimana endingnya apa pokok anak tarik dengerin cerita nah selese kena perangkap bakal ken diceritain terus ngajarin baca bakal gampang sendiri memang ken baca ken tau isi buku nunggu dibacain bocah tiga kalau malam kamu lewat depan orang bawa buku langsung otomatis ngekor mang biar apa anak suka baca buku kek penting banget lah biar kek gibran kamu pake nanya,negatif,201,38,einedame
2024-09-20 09:38:37,sebelum,coba paham posisi kaesang indonesia siapa anak presiden temen temennya mohon maaf sea bikin kantor solo jaman gibran wali kota penting arti bapak presiden anak walkot shope bikin kantor solo analogi uda dapet,positif,8,1,wabisabiloki
2024-09-20 09:38:43,sebelum,plis komennya dok rem banget,netral,2,0,cowokcakep1976
2024-09-20 09:38:44,sebelum,syukur kali bangsa indonesia bulan depan pimpin presiden pilih insyaallah amanah rakyat jadi prioritas bagaimana alm ayahanda beliau prinsip trilogi bangun beliau ajar tuang uang negara trilogi bangun stabilitas nasional sehat dinamis tumbuh ekonomi cukup tinggi perata bangun hasil nya insyaallah semua program kabinet pak prabowo datang,positif,6,2,are_inismyname
